,mean,std,min,max,perc_satif
CrossLinkingMassSpectrometryRestraint_Distance_||0.38|Pom152.2|870|Pom152.7|888|0|PSI|,386.608711673294,13.080648704295447,360.6773495423003,420.6331912808123,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.39|Pom152.2|870|Pom152.6|888|0|PSI|,779.6989439039559,6.015126604474924,774.8967564583696,801.5836367182179,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.3|Pom152.0|870|Pom152.7|888|0|PSI|,46.606146034146,11.527173809670053,25.71757589521906,76.79220734637771,0.04234234234234234
CrossLinkingMassSpectrometryRestraint_Distance_||0.40|Pom152.2|870|Pom152.5|888|0|PSI|,749.009518431052,9.328416394498278,728.2272999275659,775.2436648239656,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.41|Pom152.2|870|Pom152.4|888|0|PSI|,412.37124935347555,3.2712773637030326,408.8751112376477,423.8741633162663,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.42|Pom152.2|870|Pom152.3|888|0|PSI|,452.93516383239205,16.13094474123855,419.3425138554773,498.10850963315033,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.43|Pom152.0|870|Pom152.2|888|0|PSI|,412.37124935347555,3.271277363703037,408.8751112376479,423.87416331626645,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.44|Pom152.7|870|Pom152.2|888|0|PSI|,386.608711673294,13.080648704295454,360.6773495423003,420.6331912808123,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.45|Pom152.6|870|Pom152.2|888|0|PSI|,769.2293637658091,5.968436262880677,764.2030298129357,790.4263899953862,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.46|Pom152.5|870|Pom152.2|888|0|PSI|,749.009518431052,9.32841639449827,728.2272999275658,775.2436648239656,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.47|Pom152.4|870|Pom152.2|888|0|PSI|,426.0480722879147,3.3275589131009196,422.97186778458723,438.3764255187016,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.48|Pom152.3|870|Pom152.2|888|0|PSI|,452.93516383239205,16.13094474123857,419.3425138554773,498.10850963315033,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.49|Pom152.2|870|Pom152.2|888|0|PSI|,11.894512973522497,1.03673890494304e-12,11.894512973523458,11.894512973523598,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.4|Pom152.7|870|Pom152.7|888|0|PSI|,11.894512973522497,1.0368010231283968e-12,11.894512973523458,11.894512973523598,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.50|Pom152.1|870|Pom152.0|888|0|PSI|,452.93516383239205,16.13094474123855,419.3425138554773,498.1085096331503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.51|Pom152.1|870|Pom152.7|888|0|PSI|,412.37124935347555,3.2712773637030352,408.875111237648,423.8741633162665,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.52|Pom152.1|870|Pom152.6|888|0|PSI|,799.8488632914201,14.802298500496796,774.0045752294826,845.4862478690814,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.53|Pom152.1|870|Pom152.5|888|0|PSI|,769.2293637658091,5.968436262880659,764.2030298129357,790.4263899953862,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.54|Pom152.1|870|Pom152.4|888|0|PSI|,386.608711673294,13.080648704295404,360.67734954230013,420.633191280812,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.55|Pom152.1|870|Pom152.3|888|0|PSI|,426.0480722879147,3.3275589131009276,422.9718677845874,438.37642551870175,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.56|Pom152.1|870|Pom152.2|888|0|PSI|,46.606146034146015,11.527173809670096,25.717575895219067,76.79220734637775,0.04234234234234234
CrossLinkingMassSpectrometryRestraint_Distance_||0.57|Pom152.0|870|Pom152.1|888|0|PSI|,452.93516383239205,16.13094474123855,419.3425138554773,498.1085096331503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.58|Pom152.7|870|Pom152.1|888|0|PSI|,426.0480722879147,3.3275589131009364,422.9718677845875,438.3764255187018,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.59|Pom152.6|870|Pom152.1|888|0|PSI|,799.8488632914201,14.802298500496793,774.0045752294827,845.4862478690814,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.5|Pom152.6|870|Pom152.0|888|0|PSI|,412.37124935347555,3.271277363703024,408.8751112376479,423.87416331626656,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.60|Pom152.5|870|Pom152.1|888|0|PSI|,779.6989439039559,6.015126604474882,774.8967564583697,801.5836367182179,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.61|Pom152.4|870|Pom152.1|888|0|PSI|,386.608711673294,13.0806487042954,360.67734954230013,420.633191280812,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.62|Pom152.3|870|Pom152.1|888|0|PSI|,412.37124935347555,3.2712773637030317,408.8751112376479,423.87416331626656,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.63|Pom152.2|870|Pom152.1|888|0|PSI|,46.606146034146015,11.527173809670085,25.717575895219067,76.79220734637774,0.04234234234234234
CrossLinkingMassSpectrometryRestraint_Distance_||0.64|Pom152.1|870|Pom152.1|888|0|PSI|,11.894512973522497,1.0352228364672706e-12,11.894512973523467,11.894512973523588,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.6|Pom152.6|870|Pom152.7|888|0|PSI|,452.93516383239205,16.13094474123854,419.3425138554773,498.1085096331504,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.7|Pom152.0|870|Pom152.6|888|0|PSI|,426.0480722879147,3.3275589131009427,422.9718677845876,438.37642551870186,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.8|Pom152.7|870|Pom152.6|888|0|PSI|,452.93516383239205,16.130944741238576,419.3425138554773,498.10850963315033,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||0.9|Pom152.6|870|Pom152.6|888|0|PSI|,11.894512973522497,1.0370707694954123e-12,11.894512973523458,11.894512973523607,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.10|Pom152.5|764|Pom152.0|766|0|PSI|,469.5164891613778,12.02517627211824,447.2164920930887,508.4916254189805,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.11|Pom152.5|764|Pom152.7|766|0|PSI|,415.6255342095061,2.6877666289503224,411.72889191766774,426.28113920665464,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.12|Pom152.5|764|Pom152.6|766|0|PSI|,63.31250549497076,13.622080068690915,33.52377801645565,105.49697538979743,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.13|Pom152.0|764|Pom152.5|766|0|PSI|,469.5164891613778,12.025176272118243,447.2164920930887,508.4916254189805,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.14|Pom152.7|764|Pom152.5|766|0|PSI|,422.4567835440439,3.2659706881358677,418.59134196134835,434.73080839363763,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.15|Pom152.6|764|Pom152.5|766|0|PSI|,63.31250549497076,13.622080068690897,33.523778016455694,105.49697538979743,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.16|Pom152.5|764|Pom152.5|766|0|PSI|,6.24413645624033,6.184736190865338e-13,6.244136456240846,6.244136456241061,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.17|Pom152.4|764|Pom152.0|766|0|PSI|,771.6336698229837,5.245124910122916,765.5486123485763,792.2102225484053,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.18|Pom152.4|764|Pom152.7|766|0|PSI|,812.0847518864729,8.954826481393777,793.3517318841498,838.6872471287367,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.19|Pom152.4|764|Pom152.6|766|0|PSI|,1010.1801251842609,7.016393895714629,1002.8106397168419,1037.5413137196963,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.1|Pom152.0|764|Pom152.0|766|0|PSI|,6.244136456240333,6.15893056711586e-13,6.244136456240846,6.244136456241061,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.20|Pom152.4|764|Pom152.5|766|0|PSI|,1031.4641417552748,6.833571734188134,1018.3972469209069,1053.4412015791995,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.21|Pom152.0|764|Pom152.4|766|0|PSI|,776.8623399138313,5.6911081479607075,770.5260339138957,798.6775423984232,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.22|Pom152.7|764|Pom152.4|766|0|PSI|,812.0847518864729,8.954826481393784,793.3517318841499,838.6872471287368,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.23|Pom152.6|764|Pom152.4|766|0|PSI|,1013.0098850225023,7.258078197299586,1005.1702463824583,1041.0414227101896,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.24|Pom152.5|764|Pom152.4|766|0|PSI|,1031.4641417552748,6.833571734188133,1018.3972469209069,1053.4412015791995,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.25|Pom152.4|764|Pom152.4|766|0|PSI|,6.244136456240339,6.096244674560516e-13,6.24413645624085,6.244136456241085,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.26|Pom152.3|764|Pom152.0|766|0|PSI|,735.7713645741998,13.363621749462228,698.3492053996071,773.0716202892503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.27|Pom152.3|764|Pom152.7|766|0|PSI|,776.8623399138314,5.691108147960682,770.5260339138957,798.6775423984233,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.28|Pom152.3|764|Pom152.6|766|0|PSI|,990.1475099934618,10.839329810784617,965.6729146338342,1025.5192775537641,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.29|Pom152.3|764|Pom152.5|766|0|PSI|,1013.0098850225023,7.258078197299581,1005.1702463824582,1041.0414227101896,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.2|Pom152.7|764|Pom152.0|766|0|PSI|,63.312505494970765,13.622080068690922,33.52377801645574,105.49697538979751,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.30|Pom152.3|764|Pom152.4|766|0|PSI|,63.31250549497059,13.622080068690915,33.52377801645555,105.49697538979727,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.31|Pom152.0|764|Pom152.3|766|0|PSI|,735.7713645741998,13.363621749462233,698.3492053996071,773.0716202892503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.32|Pom152.7|764|Pom152.3|766|0|PSI|,771.6336698229837,5.245124910122923,765.5486123485766,792.2102225484053,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.33|Pom152.6|764|Pom152.3|766|0|PSI|,990.1475099934618,10.839329810784617,965.6729146338342,1025.5192775537641,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.34|Pom152.5|764|Pom152.3|766|0|PSI|,1010.1801251842609,7.016393895714623,1002.8106397168419,1037.5413137196963,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.35|Pom152.4|764|Pom152.3|766|0|PSI|,63.31250549497059,13.622080068690915,33.523778016455545,105.49697538979724,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.36|Pom152.3|764|Pom152.3|766|0|PSI|,6.244136456240317,6.31737206960375e-13,6.244136456240881,6.244136456241031,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.37|Pom152.2|764|Pom152.0|766|0|PSI|,415.6255342095061,2.6877666289503157,411.7288919176677,426.2811392066546,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.38|Pom152.2|764|Pom152.7|766|0|PSI|,469.5164891613778,12.025176272118225,447.2164920930888,508.49162541898045,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.39|Pom152.2|764|Pom152.6|766|0|PSI|,771.6336698229837,5.245124910122921,765.5486123485766,792.2102225484053,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.3|Pom152.0|764|Pom152.7|766|0|PSI|,63.312505494970765,13.622080068690881,33.52377801645572,105.4969753897975,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.40|Pom152.2|764|Pom152.5|766|0|PSI|,812.0847518864729,8.954826481393775,793.3517318841498,838.6872471287368,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.41|Pom152.2|764|Pom152.4|766|0|PSI|,422.4567835440439,3.2659706881358828,418.59134196134823,434.7308083936374,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.42|Pom152.2|764|Pom152.3|766|0|PSI|,370.0381200012774,14.378311141907686,325.63397710982423,403.1417046209581,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.43|Pom152.0|764|Pom152.2|766|0|PSI|,422.4567835440439,3.265970688135871,418.59134196134835,434.7308083936376,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.44|Pom152.7|764|Pom152.2|766|0|PSI|,469.5164891613778,12.025176272118225,447.2164920930888,508.49162541898045,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.45|Pom152.6|764|Pom152.2|766|0|PSI|,776.8623399138313,5.6911081479606995,770.5260339138957,798.6775423984233,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.46|Pom152.5|764|Pom152.2|766|0|PSI|,812.0847518864729,8.954826481393768,793.3517318841499,838.6872471287367,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.47|Pom152.4|764|Pom152.2|766|0|PSI|,415.6255342095061,2.6877666289503392,411.72889191766757,426.2811392066545,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.48|Pom152.3|764|Pom152.2|766|0|PSI|,370.0381200012774,14.378311141907687,325.63397710982423,403.14170462095797,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.49|Pom152.2|764|Pom152.2|766|0|PSI|,6.244136456240316,6.334917770397998e-13,6.244136456240881,6.244136456241034,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.4|Pom152.7|764|Pom152.7|766|0|PSI|,6.244136456240317,6.32562712828698e-13,6.244136456240881,6.244136456241031,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.50|Pom152.1|764|Pom152.0|766|0|PSI|,370.0381200012774,14.37831114190769,325.63397710982423,403.141704620958,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.51|Pom152.1|764|Pom152.7|766|0|PSI|,422.4567835440439,3.265970688135851,418.5913419613484,434.73080839363763,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.52|Pom152.1|764|Pom152.6|766|0|PSI|,735.7713645741998,13.363621749462236,698.3492053996072,773.0716202892503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.53|Pom152.1|764|Pom152.5|766|0|PSI|,776.8623399138313,5.69110814796072,770.5260339138957,798.6775423984233,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.54|Pom152.1|764|Pom152.4|766|0|PSI|,469.5164891613778,12.025176272118244,447.21649209308856,508.49162541898033,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.55|Pom152.1|764|Pom152.3|766|0|PSI|,415.6255342095061,2.687766628950323,411.72889191766774,426.28113920665464,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.56|Pom152.1|764|Pom152.2|766|0|PSI|,63.31250549497076,13.622080068690915,33.52377801645568,105.49697538979746,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.57|Pom152.0|764|Pom152.1|766|0|PSI|,370.0381200012774,14.37831114190769,325.63397710982423,403.141704620958,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.58|Pom152.7|764|Pom152.1|766|0|PSI|,415.6255342095061,2.687766628950324,411.72889191766774,426.28113920665464,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.59|Pom152.6|764|Pom152.1|766|0|PSI|,735.7713645741998,13.36362174946232,698.3492053996072,773.0716202892503,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.5|Pom152.6|764|Pom152.0|766|0|PSI|,422.4567835440439,3.265970688135865,418.59134196134846,434.73080839363763,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.60|Pom152.5|764|Pom152.1|766|0|PSI|,771.6336698229837,5.245124910122915,765.5486123485764,792.2102225484053,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.61|Pom152.4|764|Pom152.1|766|0|PSI|,469.5164891613778,12.025176272118248,447.21649209308856,508.49162541898033,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.62|Pom152.3|764|Pom152.1|766|0|PSI|,422.4567835440439,3.2659706881358677,418.59134196134835,434.73080839363763,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.63|Pom152.2|764|Pom152.1|766|0|PSI|,63.31250549497076,13.622080068690916,33.5237780164557,105.49697538979746,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.64|Pom152.1|764|Pom152.1|766|0|PSI|,6.24413645624033,6.183696704924922e-13,6.244136456240846,6.244136456241061,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.6|Pom152.6|764|Pom152.7|766|0|PSI|,370.0381200012774,14.378311141907666,325.63397710982423,403.141704620958,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.7|Pom152.0|764|Pom152.6|766|0|PSI|,415.6255342095061,2.687766628950316,411.7288919176678,426.28113920665464,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.8|Pom152.7|764|Pom152.6|766|0|PSI|,370.0381200012774,14.378311141907679,325.63397710982423,403.14170462095797,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||1.9|Pom152.6|764|Pom152.6|766|0|PSI|,6.244136456240311,6.375225060979349e-13,6.244136456240881,6.244136456241016,1.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.10|Pom152.5|444|Pom152.0|322|0|PSI|,733.491797209131,7.0771509707654054,718.0770174257607,750.7887038718081,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.11|Pom152.5|444|Pom152.7|322|0|PSI|,370.3814780894088,5.3923959140783655,353.8341957095703,381.5095515166412,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.12|Pom152.5|444|Pom152.6|322|0|PSI|,363.9265342625596,8.688223160645876,343.7667704366342,384.56609874875835,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.13|Pom152.0|444|Pom152.5|322|0|PSI|,733.491797209131,7.07715097076541,718.0770174257606,750.7887038718083,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.14|Pom152.7|444|Pom152.5|322|0|PSI|,472.07721109265043,4.464171474730897,459.3606950679079,483.5135310689743,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.15|Pom152.6|444|Pom152.5|322|0|PSI|,363.9265342625596,8.688223160645903,343.7667704366342,384.5660987487583,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.16|Pom152.5|444|Pom152.5|322|0|PSI|,57.9950110337063,5.136289577591984,46.13817431132252,71.71285359935823,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.17|Pom152.4|444|Pom152.0|322|0|PSI|,738.8663250893492,5.251088162268704,719.9755160212512,748.6893168738695,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.18|Pom152.4|444|Pom152.7|322|0|PSI|,992.0037125527173,4.963444653053659,978.6982663383675,1003.5879234335271,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.19|Pom152.4|444|Pom152.6|322|0|PSI|,995.0640427393986,4.669598591708763,976.8502361512576,1002.1601860145937,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.1|Pom152.0|444|Pom152.0|322|0|PSI|,57.9950110337063,5.136289577591985,46.13817431132253,71.71285359935825,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.20|Pom152.4|444|Pom152.5|322|0|PSI|,1099.6952121945606,3.725762362982886,1085.7671797032183,1107.04290960379,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.21|Pom152.0|444|Pom152.4|322|0|PSI|,816.7534108433881,3.7312087459201746,805.9420310847527,826.6045271669977,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.22|Pom152.7|444|Pom152.4|322|0|PSI|,992.0037125527173,4.963444653053633,978.6982663383675,1003.5879234335271,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.23|Pom152.6|444|Pom152.4|322|0|PSI|,1037.2210422911078,3.473966196681173,1027.2336757663772,1046.2570445519716,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.24|Pom152.5|444|Pom152.4|322|0|PSI|,1099.6952121945606,3.7257623629828833,1085.7671797032183,1107.04290960379,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.25|Pom152.4|444|Pom152.4|322|0|PSI|,57.9950110337063,5.136289577591984,46.13817431132253,71.71285359935823,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.26|Pom152.3|444|Pom152.0|322|0|PSI|,479.79592456377713,8.579197071027757,459.1969698279234,499.3558131848003,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.27|Pom152.3|444|Pom152.7|322|0|PSI|,816.7534108433882,3.731208745920182,805.9420310847529,826.604527166998,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.28|Pom152.3|444|Pom152.6|322|0|PSI|,822.3530422915015,6.993188267875239,805.1483246118028,837.5099086123141,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.29|Pom152.3|444|Pom152.5|322|0|PSI|,1037.2210422911078,3.4739661966811752,1027.2336757663772,1046.2570445519718,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.2|Pom152.7|444|Pom152.0|322|0|PSI|,363.92653426255964,8.688223160645897,343.76677043663426,384.56609874875835,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.30|Pom152.3|444|Pom152.4|322|0|PSI|,363.9265342625594,8.68822316064587,343.76677043663403,384.56609874875807,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.31|Pom152.0|444|Pom152.3|322|0|PSI|,479.7959245637773,8.57919707102774,459.19696982792345,499.3558131848002,0.0
CrossLinkingMassSpectrometryRestraint_Distance_||10.32|Pom152.7|444|Pom152.3|322|0|PSI|,738.8663250893492,5.251088162268727,719.9755160212516,748.6893168738696,0.0
